file_name,transcription,duration
tem_09525_00407032736.wav,పిన్ కోడ్ అయిదు లక్షల తొమ్మిది వేల మూడు వందల ముప్పై తొమ్మిది,5.632
tem_03338_00689406376.wav,భళ్ళెం అని ధ్వని నిస్తాయి,3.243
tem_03338_00362309854.wav,నేనెవరో నీకు తెలియజెప్తాను,2.56
tem_02812_01437256439.wav,కడప జిల్లా ఆంధ్రప్రదేశ్ లోని జిల్లా,2.731
tem_06582_01533037633.wav,కనుక అతడిని రక్షించుకోవడం నా కర్తవ్యం,5.291
tem_09015_01044647020.wav,ఫిబ్రవరి పందొమ్మిదినే దాడికి సిద్ధపడ్డారు,4.352
tem_05425_02011761462.wav,కాకినాడ ని రెండవ మద్రాసు అని పిలుస్తారు,4.011
tem_03338_00803101733.wav,దీనికి పెద్దగా స్పందన రాలేదు,2.901
tem_00682_01703726192.wav,దీని సవరణ ఋణాత్మకం,5.376
tem_09584_00020328055.wav,కానీ ఏదీ కలిసి రాలేదు,4.523
tem_03338_00759484786.wav,అంతే గాని వారి అసమర్థతను బయట పెట్టరు,4.011
tem_09015_01539226051.wav,పాటలో పండు ముసలావిడ గొంతు,4.352
tem_02769_01340272492.wav,ఇప్పుడు ప్రధాన హోం సెక్రటరీ,5.888
tem_05479_01879830193.wav,కాళ్ళు మెల్లగా వెనుకకు వదలాలి\n,3.072
tem_05479_00156018398.wav,అతడు కృష్ణుడిని కూడా వదల లేదు,2.816
tem_08680_02055448895.wav,రెండు ప్రాజెక్ట్లు విజయవంతం అయినాయి\n,2.475
tem_09015_00431450673.wav,దాంతో వివాహం ఆగి పోతుంది,4.864
tem_04771_01074131228.wav,డేటా కనెక్షన్‌ను కోల్పోయారు,3.755
tem_03338_02005009393.wav,ఆ పాలల్లో క్యాలరీలు అధికంగా ఉంటాయి,3.072
tem_04272_02069147614.wav,ఇదే పేరుతో ఉన్న ఇతర ప్రాంతాల కొరకు వనపర్తి అయోమయ నివృత్తి చూడండి,7.083
tem_03338_00158786234.wav,ద్రోణునికి ఎదురు నిలిచేవారు లేక పోయారు,3.499
tem_06359_01693758750.wav,ఈ గ్రామం వెయ్యి తొమ్మిది వందలు మూడులో ఏర్పాటయినది,6.059
tem_09015_01888153985.wav,తిరిగి లైట్ హౌస్ పనిచేయడం మొదలైంది,3.925
tem_09222_01502944770.wav,పిన్ కోడ్ అయిదు వందల ముప్పై నాలుగు రెండు వందల నలభై అయిదు,4.864
tem_06359_00783768260.wav,శరత్ బాబు రావు గోపాలరావు మేనల్లుడు,5.632
tem_05425_01765995560.wav,కూచిపూడి లోను గుంటూరు లోను ప్రాథమిక విద్య జరిగింది,4.352
tem_00682_01877851709.wav,దీనికి జవాబు అవును కాదు కూడాను అని ఇక్కడ ఇవ్వబడ్డాయి,9.813
tem_06582_00664603653.wav,రా ఒక ప్రత్యేకమైన హోదా ఉన్న సంస్థ,4.949
tem_04272_01391266465.wav,అలాగే ఇస్లాం లో కూడా నిబంధనలు ఉన్నాయి అవి ఐదు,6.4
tem_02812_00072355961.wav,దీనిని తటస్థీకరణము అందురు,2.475
tem_09584_00468240103.wav,ధనుర్విద్యలో తిరుగులేని మహావీరుడైనాడు,4.779
tem_00682_00243756495.wav,అక్షరాస్యుల సంఖ్య ఇరవై రెండు వెలు అయిదు వందలు అరవై రెండు,11.52
tem_00682_01106362997.wav,విజయవాడ ఆంధ్ర ప్రదేశ్ లోని ఒక వాణిజ్య రాజకీయ మరియు సాంస్కృతిక కేంద్రము,11.093
tem_04771_00022039022.wav,కుడివైపు వెళ్ళండి,3.84
tem_04272_02050535504.wav,పుట్టిన ఊరు మదనపల్లె చిత్తూరు జిల్లా,5.973
tem_05479_02094993354.wav,ఈ వూరు హైదరాబాదు నగరంలో క్రాస్‌రోడ్ దగ్గరనుండి అరగంట ప్రయాణంలో చేరుకోవచ్చు\n,8.619
tem_02769_00516629729.wav,క్రిటికల్ రివ్యూ ఇన్ టాక్సికాలజీ,6.144
tem_03338_01348402190.wav,ఆర్య అంటే గొప్ప వంశస్థుడు అని అర్ధం,4.181
tem_09015_00304040943.wav,శంబరుడు జటాసురుడి కొడుకు,4.181
tem_00974_00757486902.wav,ఉరిశిక్షను జీవితఖైదుగా మార్చారు,3.669
tem_04272_01871756492.wav,ఇది పౌరాణిక ప్రాముఖ్యత కలిగిన ప్రదేశాలలో ఇది ఒకటి,5.888
tem_00113_01469838299.wav,సామాజిక బాధ్యత అలవడుతుంది,4.949
tem_06359_01798397878.wav,రాజ్యానికి వారసులు లేక వారు చింతిచేవారు,6.229
tem_08680_00744934412.wav,పేదల పక్షాన ఉచితంగా వాదించేవారు\n,3.328
tem_06359_00526830538.wav,తర్వాత అతనితో యుద్ధానికి దిగాడు,5.547
tem_04771_00665050432.wav,రెండు కిలోమీటర్‌లలో,3.243
tem_04272_00993890999.wav,దీనిని ముంబాయి లో ఆస్ట్రేలియా పై సాధించాడు,7.083
tem_09222_01532715372.wav,అమ్మవారి పేరు మాణిక్యాంబా దేవి,3.328
tem_05479_00064504053.wav,మిగిలిన దేశమంతా కారపు బోండాలు తింటారు\n,3.669
tem_08377_01857271692.wav,ఈ వారం వ్యాసం తయారు చేసినందుకు కృతజ్ఞతలు\n,6.4
tem_03338_01870439013.wav,ఇది డీజెల్ లాంటి పదార్థం,3.925
tem_08680_01019341676.wav,ఆమె వెయ్యి తొమ్మిది వందలు తొంభై అయిదు లో మరణించారు\n,3.584
tem_05479_00432475920.wav,బౌద్ధులకు ఒక ప్రాముఖ్యమైన యాత్రాక్షేత్రం\n,4.352
tem_00682_00578939569.wav,ఈ మూసలను చూడడానికి సభ్యుల పేజీ మూసలు చూడండి,8.789
tem_02812_00000441813.wav,ప్రధాన పరీక్షలు టర్మ్ చివరలో ఉంటాయి,3.243
tem_08377_01154161418.wav,దీనికి పెద్దగా స్పందన రాలేదు\n,5.12
tem_07220_00486031171.wav,ఆవుల సాంబశివరావు పై ఈయన ప్రభావం ఉంది,3.755
tem_09222_01868970311.wav,అదే శిల్ప విశేషము\n,2.816
tem_05425_00016231912.wav,నేను తెలుగు సినిమా పాటలు పేజీని మొదలు పెట్టాను,4.267
tem_07220_02139883685.wav,విషయం గాంధీజీ దాకా వెళ్ళింది,3.243
tem_03338_01264284838.wav,అన్నీ చాల వరకు శిధిలమై ఉన్నవి,3.413
tem_09015_01042466913.wav,అంతే రుచికరమైన వెజ్ మంచూరియన్ సిద్దం,4.523
tem_07220_00049619644.wav,నేను నీ కూతురులాంటి దాన్ని,2.987
tem_03338_00407789311.wav,మిగిలిన జిల్లా పోర్చుగీసు ఆధీనంలో ఉంది,3.925
tem_02812_01940132387.wav,ఆయన ప్రధాన కార్యాలయం చత్రాలో ఉంది,3.328
tem_03338_00340316192.wav,ఈ ప్రాంతం వరి ఉత్పత్తికి పేరుపొందింది,3.84
tem_02769_00517634859.wav,పాండవులు మహాప్రస్థానం ప్రారంభించారు,8.021
tem_08377_01852854357.wav,ఇది కాక మరో ఐదు విభాగాలు ఉన్నాయి\n,5.291
tem_00682_00297757184.wav,ఆయన శిష్యులు ఆయన్ను మాస్టర్ అని పిలుచుకుంటుంటారు,6.912
tem_02769_00703465658.wav,ధ్యానం చేసేటప్పుడు ప్రశాంతతను ఇస్తుంది,7.595
tem_09015_01987428612.wav,తేలవేయు అనగా,3.328
tem_05425_00188686227.wav,ఈ గ్రామము లో వరి ప్రధాన పంట,3.328
tem_02812_02005096293.wav,హైదరాబాదు నుంచి తాండూర్ వెళ్ళు రోడ్డు మరియు రైలు మార్గములో ఈ పట్టణం ఉంది,4.864
tem_00974_00395324781.wav,దాని బాయిలర్ లో దోషం కనబడింది,3.669
tem_00682_00105693326.wav,అల్లుడు వైవిజయ తో ఉండటం మంగమ్మకు నచ్చదు,6.741
tem_04272_01205489943.wav,గ్రామములో ఒక ప్రాథమిక పాఠశాల మరియు జిల్లా పరిషత్ ఉన్నత పాఠశాల ఉన్నవి,8.021
tem_02769_02122092311.wav,ఎక్కువమంది స్థానికులు హిందువులు,6.059
tem_06359_00366371350.wav,ఋషి సాంప్రదాయాన్ని గురుకులం అని అంటారు,5.12
tem_00974_00217262396.wav,ఆ సినిమా బాగా ఆడలేదు,3.925
tem_00113_01311359886.wav,ఈ సందర్భంగా భక్తులతో ఆలయం కిటకిటలాడినది,6.571
tem_04272_01520470176.wav,ఇదే ఆమె ఆఖరి అత్యున్నత ప్రతిభ,7.765
tem_09015_00655726557.wav,నువ్వే మాకు గతివి,3.072
tem_06359_00409391074.wav,సత్వగుణము వలన శ్రద్ధ పుడుతుంది,5.461
tem_00682_01206526551.wav,సాధారణ వర్షపాతం ఆరు వందలు నాలుగు మీమీ,8.96
tem_09015_01821308707.wav,జిల్లా పరిషత్ బాలికల ఉన్నత పాఠశాల నాలుగు,4.693
tem_06917_00592310920.wav,కన్యాశుల్కం నాటకం గురజాడ అప్పారావు రాసిన సాంఘిక నాటకం,7.595
tem_02769_02138230507.wav,పురోహితునికి సాధారణమైన పేరు వశిష్ఠుడు,7.339
tem_06359_01438311068.wav,అది భారతదేశ చరిత్రలో ఒక ప్రధాన ఘట్టము,6.656
tem_04272_01832677908.wav,కాంతి గారు తెలుగు వికీపీడియాకు స్వాగతం వికీపీడియాలో సభ్యులైనందుకు అభినందనలు,8.107
tem_09015_01364239057.wav,విజయనగర సామ్రాజ్యం చాలా విశాలంగా ఉండేది,5.291
tem_09015_01926167729.wav,అచ్చా ప్యారీ బాపురే,3.243
tem_09015_00461799540.wav,పాదపద్మములు,3.157
tem_02769_01814306683.wav,ఇది బెల్గుడా ఉపవిభాగంలో ఉంది,5.547
tem_02812_01546023764.wav,పిన్ కోడ్ అయిదు వందలు ముప్పై నాలుగు నాలుగు వందలు ఇరవై ఆరు,5.717
tem_04272_01245718228.wav,ఇది తెలుగులో మొదటి సాంఘిక చిత్రం,7.339
tem_02812_00937750784.wav,లీలఓ ఓహొ చారుశీల లేజవరాలా సొగసు భళా వి,6.059
tem_02812_00029983641.wav,అది కార్చిచ్చులా ఇప్పుడు రగులుతుంది,3.499
tem_04272_00371443344.wav,ఈ ఎర్ర లింకులను నొక్కి కొత్త పేజీలను తయారు చెయ్యవచ్చు కూడా,6.229
tem_04272_01280896186.wav,గజల్ అనగా స్త్రీ సంభాషణ స్త్రీల సంభాషణ,8.448
tem_00682_00631852062.wav,గానం/సంగీతం మహాభాష్యం చిత్తరంజన్,7.083
tem_04771_00931550362.wav,అలాగే కొనసాగండి,2.56
tem_09525_01172503208.wav,చదివి అర్ధంచేసుకోలేం\n,4.096
tem_08680_01562876081.wav,కానీ నిస్సంశయముగా వారికి సమకాలీనుడు\n,3.157
tem_06359_02087295099.wav,ఆత్మను దర్శించిన వాడే మోక్షముకు అర్హుడు,5.205
tem_04771_01522125296.wav,దక్షిణం వైపుగా,2.901
tem_04771_00960563942.wav,నూట యాభై మీటర్‌లలో,2.901
tem_04272_01891865717.wav,ఇస్లామీయ ప్రపంచం లో ఇది ప్రధమ మదరసా,8.021
tem_00682_01738844091.wav,ఈ నేపథ్యంలో వెయ్యి ఏడు వందలు నలభై తొమ్మిదిలో షాహూజీ మరణించాడు,12.544
tem_04272_00288589227.wav,భారత భాషలలో విజ్ఞాన సర్వస్వం ఆరంభమైంది తెలుగులోనే,7.083
tem_05479_00907538055.wav,కడప ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని కడప జిల్లాకు చెందిన ఒక మండలము\n,5.376
tem_03338_00347982994.wav,చోరగణ తిలకము,2.304
tem_00682_00353105455.wav,చిన్నప్పటి నుంచి సంగీతమంటే తగని ఆసక్తి,7.168
tem_04771_01845712672.wav,ఒక మైలులో,3.328
tem_04272_01338942361.wav,ఇప్పటికే ఏమైనా రాసి ఉంటే అది కనిపిస్తుంది,5.205
tem_05479_00393263146.wav,మళ్ళీ పరిశీలించి మీ అభిప్రాయం వ్రాయండి\n,4.011
tem_02769_00634581293.wav,ఎస్విరామారావు నాటి వంద ఒక చిత్రాలు,7.253
tem_06359_00533179660.wav,జనాభా మరియు సమాజ జీవ శాస్త్రా సిరీస్ పదహారు,6.912
tem_03338_01486173708.wav,తరువాత కుంతీదేవి ఆశీర్వాదము తీసుకున్నారు,5.376
tem_04272_00849168583.wav,దాదాసాహెబ్ ఫాల్కే అవార్డు గ్రహీత అక్కినేని నాగేశ్వరరావు,5.291
tem_02812_02117148240.wav,అయినా ఏ మాత్రం ప్రతిస్పందన రాలేదు,3.584
tem_02812_01819278725.wav,ఈ గ్రామంలో జిల్లా పరిషత్ ఉన్నత పాఠశాల కలదు,3.84
tem_02769_01245160916.wav,ఒక చెట్టు కింద విశ్రమించారు,6.315
tem_09015_01304502412.wav,అందుకు పంచకర్మ చికిత్సలు చేయించుకోవాలి,4.523
tem_00682_01119452993.wav,దీనిని చోళరాజుల కాలంలో నిర్మించినారు,8.704
tem_09525_00939675579.wav,మసిద్ వ్యాసానికి జత చేస్తాను రెండు మూడు రోజులలో\n,4.181
tem_06359_00044296741.wav,పిన్ కోడ్ అయిదు వందలు ఇరవై రెండు నాలుగు వందలు ముప్పై అయిదు,7.083
tem_08680_00623855953.wav,ఈ సినిమాలో రెండు పాటలను ఆరుద్ర రచించారు\n,3.584
tem_08680_01009717275.wav,మీరు వ్రాసిన ప్రకాశం జిల్లా ప్రముఖుల జాబితాను చూశాను\n,3.669
tem_00974_00538157597.wav,చదువు అయిదువ తరగతి,2.987
tem_04771_01279300117.wav,ఆరు వందల మీటర్‌లలో,2.475
tem_02812_00372225012.wav,అలాంటి అంశాలు మనిషిలోనూ ఉంటాయి,3.157
tem_09015_00577471814.wav,అందులో రెండు అర్థసెంచరీలు ఉన్నాయి,5.12
tem_02769_00105392699.wav,చంద్రమోహన్ మెమోరియల్ స్వర్ణ పతకం,6.741
tem_00682_01857477627.wav,రాజు గారికి ఏమీ అర్థం కాలేదు,6.315
tem_09525_01210609996.wav,పైగా అవి ప్రమాదకరం\n,2.56
