file_name,transcription,duration
tef_03689_01191980689.wav,మండల పరిషత్తు ప్రాథమిక పాఠశాల,5.376
tef_05994_00931522307.wav,అందువలన వెన్నపండు అని అనడం కద్దు,6.656
tef_02828_00581441672.wav,సమస్త భూతములకు ఆత్మ విష్ణువే\n,3.755
tef_06928_01219375780.wav,ఈ సమయంలో దాసరి నారాయణరావు కె.రాఘవేంద్రరావు కోడిరామి రెడ్డి అగ్రస్థానంలో ఉన్న దర్శకులు,11.691
tef_09281_01646306434.wav,మలనిర్హరణ సమయంలో ముక్కాల్సిన అవసరం రాదు,5.803
tef_06625_00013009882.wav,ఈ కాలంలో నాలుగు సినిమాలలో నటించాడు కూడా,3.157
tef_04261_01348107187.wav,ఇది కొల్లంలోని టౌన్ ప్రాంతంలో ఉంది,3.328
tef_06625_01916583686.wav,ఇది భారత సైన్యం యొక్క యుద్ధపతాకం కూడా,2.987
tef_08318_00817086636.wav,వడాలి ఒక చిన్న గ్రామము,2.133
tef_01908_01035773578.wav,ప్రిన్సిపాల్ ఒక మొమెంటోతో ప్రశంసించారు,4.864
tef_05994_01779241029.wav,పిన్ కోడ్ అయిదు లక్షలు పదునయిదు వేల అయిదు వందలు ఎనభై ఒకటి,7.68
tef_04213_00748557285.wav,సాధారణ బీమా యునైటెడ్ ఇండియా,3.499
tef_04213_01419097691.wav,కిషన్ పట్నాయక్ సాంఘిక నాయకుడు,3.499
tef_06625_01124758406.wav,రక్తము తీయు,2.219
tef_08318_01627528003.wav,వశిష్టపుత్ర శాతకర్ణి పా,3.072
tef_03910_01021539248.wav,ఆమె జూలై పదహారు రెండు వేల తొమ్మిది న సహజంగా మరణించింది,6.059
tef_06869_01125893542.wav,ఇది ఒక భౌగోళిక అద్భుతమని భావిస్తున్నారు\n,4.864
tef_01908_00983117739.wav,ఇది ఒక భౌగోళిక అద్భుతమని భావిస్తున్నారు,4.267
tef_08712_01794832634.wav,దీనిలో అనేక విశేషాలు ఉన్నాయి,3.499
tef_09935_00564653403.wav,దయచేసి సమస్యను వివరించండి,4.181
tef_04213_01673695297.wav,శుకుడు తండ్రికి నమస్కరించి బయలుదేరాడు,3.584
tef_06928_00629715781.wav,ఆ తరువాత ప్రపంచ సీరీస్ క్రికెట్‌లో ప్రవేశించి అక్కడ ప్రధాన పాత్ర వహించాడు,9.899
tef_06625_00548627153.wav,దీని ముందు డిడిటి చేసే హాని చాలా తక్కువ,3.328
tef_09281_00087584168.wav,సినీ సంగీతం దునియా పూర్తిగా విచిత్రమైంది,5.205
tef_01908_01071647765.wav,ఇది ఒక గుడిసెలు లేని గ్రామం,2.645
tef_01908_00214467241.wav,కూడా చూడండి  న్యూస్,3.669
tef_06008_01631974372.wav,అక్కడ మొదటి సంవత్సరం బిటెక్,2.901
tef_06928_00806602234.wav,విశ్వా గారు మీరు అప్లోడ్ చేసిన బొమ్మ చూసాను,6.912
tef_04830_00359456151.wav,రాశికార్బనిర్లాశి ఆ వరసలో రావాలి,4.096
tef_07789_01566064373.wav,ద హూ  లైవ్ ఎట్ లీడ్స్,2.475
tef_05705_00377114098.wav,ఇండియా ఎ హిస్టరీ,3.413
tef_06928_01836764500.wav,కాని ఆయన పాశ్చాత్య సాహిత్యం పట్ల గౌరవం కలిగి ఉండేవాడు,7.424
tef_01908_00228606924.wav,అని కబురు చేసేవారు,2.304
tef_09935_01038244981.wav,యాభై మీటర్లలో,3.157
tef_03910_01075228875.wav,ఈ గ్రామం మండలంలోనే అతి పెద్ద గ్రామం,4.693
tef_06008_00744024172.wav,మళ్ళీ పరిశీలించి మీ అభిప్రాయం వ్రాయండి,4.181
tef_03910_00474541452.wav,గర్భగుడి మాత్రమే ఆ కాలానికి చెందినది,4.864
tef_09281_01751360099.wav,వీటన్నిటి గురించి తరువాత నేర్చుకుందాం,3.755
tef_01908_00995370969.wav,దాన్ని మనమిప్పుడు కార్ల అంటున్నాము,4.096
tef_04261_00921762395.wav,దీని పువ్వులు ఓష్టకారముగ లేవు,2.816
tef_05691_00547757237.wav,ఆత్మద్వారా అతడు నిజమైన బలాన్ని పొందుతాడు,9.472
tef_01908_01406950847.wav,తిరువన్నమలై పంచ భూత క్షేత్రాలలో ఒకటి,4.608
tef_06869_00523601927.wav,ఆ అధికారి ప్రాంతీయ ప్రభుత్వానికి అధినేత\n,4.949
tef_03689_01340457664.wav,వీటినుండి చిప్సు కూడా తయారు చేస్తారు,5.632
tef_06869_00718414853.wav,ఈ కార్యక్రమాలన్నీ మంచి ఫలితాలను ఇచ్చాయి\n,4.011
tef_05705_01145709143.wav,ఇందులో డెబ్బై అయిదు పర్సెంట్ కార్బో హైడ్రేట్లు ఉన్నాయి,5.717
tef_05994_00143664459.wav,ఆ మహాదేవిని ఈశ్వరమ్మ అని పిలుచుకోవాలి,5.461
tef_01908_00831793530.wav,తద్వారా జరిగే పరిణామాలూ థ్రెడ్ చెప్పారు,5.376
tef_01908_00982369047.wav,రుచి కూడా వికారం పుట్తించునట్లుండును,4.608
tef_04830_01326876925.wav,జయరాజు సింగరేణిపోరాటాలకు సరైన మోగిండు,3.84
tef_04261_00480494282.wav,వెంసూరు మందల కేంద్రానికి ఏడు కిమీ,3.669
tef_06566_00308875287.wav,దాదాసాహెబ్ ఫాల్కే అవార్డు పొందిన తొలి దక్షిణ భారతీయుడు\n,3.669
tef_06008_01862920180.wav,ఎందుకు వికీ తెలుగు లో చేరింది వికీ తెలుగులో తిరుమల పేజి చూసాను,6.315
tef_06869_00204725132.wav,వ్యవసాయం మూలంగా నీటి లోతు తగ్గిపోయింది\n,5.205
tef_04213_01623873036.wav,ఈ శంఖానాదాన్ని శుభ సూచకంగా భావిస్తారు,4.011
tef_08712_01566260343.wav,నీవు నేను సనాతులమైన నరనారాయణులము,4.437
tef_06625_01904070202.wav,ప్రభుత్వం తలపెట్టిన ఎన్టిఆర్,2.645
tef_05994_00550699651.wav,ఆ సైగను భీముడు గ్రహించాడు,4.693
tef_06625_01521168372.wav,మరియు హెలెన్ పోలాటాస్కో,2.219
tef_04261_02067115435.wav,వృత్తి రీత్యా తిరుపతి ఎస్వి,2.56
tef_06928_00862600646.wav,తెలుగు ఉర్దూ హిందీ ఎక్కువగా మాట్లాడే భాషలు,7.083
tef_04830_01111793893.wav,దాంతో కథలో ముఖ్యమైన మార్పులు జరిగాయి,4.011
tef_01908_01312743194.wav,ఆగష్టు ఇరవై తొమ్మిది జాతీయ క్రీడా దినోత్సవము,4.693
tef_05994_01371060237.wav,వీడు బ్రాహ్మణుడు కాదు,3.755
tef_08318_01574257948.wav,మిగతా భాగం సారంగపాణిది,3.157
tef_05994_00288834654.wav,మగ పువ్వుల కంకి మిక్కిలి చిన్నది,5.035
tef_08664_00860133764.wav,ఈనడానికి పదునయిదు నుండి ముప్పై నిమిషాలు పడుతుంది,6.997
tef_01908_00666727084.wav,దేవరకొండ కోట ఇది దేవరకొండ పట్టణంలోని కోట,5.547
tef_01908_00108679767.wav,అమెరికన్ ఆస్టియోపాథిక్ అసోసియేషన్,4.096
tef_09935_01144696590.wav,అయిదు వందల అడుగుల్లో,2.901
tef_01033_02004214058.wav,అల్లు అర్జున్ మొదటి చిత్రం కె\n,3.669
tef_06625_02081463069.wav,చంపాటి చెంపాటి ఇరవై ఏడు,4.011
tef_08318_00728019228.wav,ఈ గ్రామము ఆత్మకూరు నుండి ఎనిమిది కిలోమీటర్లు,3.243
tef_04213_00288519189.wav,బౌద్ధులకు ఒక ప్రాముఖ్యమైన యాత్రాక్షేత్రం,3.84
tef_08318_00193441635.wav,టీకాల మందులు దీనికి ఒక ఉదాహరణ,2.987
tef_05691_00024541938.wav,కథలుగాథలు ఒక,2.816
tef_09281_00558507199.wav,జిల్లా దాదాపు త్రిభుజాకారంలో ఉంటుంది,3.755
tef_05484_00914189263.wav,సమస్త భూతములకు ఆత్మ విష్ణువే,3.925
tef_05181_00122483058.wav,పాంపీ కళ హాలీవుడ్ కళ వంటిది కాదు\n,3.755
tef_05691_00809474912.wav,చీలమండ  కాలు చివరి భాగము,4.608
tef_04261_00949123703.wav,మే ఇరవై ఒకటి  జాతీయ ఉగ్రవాద వ్యతిరేక దినోత్సవము,4.352
tef_08712_00181442568.wav,సైంధవుడు రూపు మాసి పోయాడు,3.669
tef_06566_01774398216.wav,మళ్ళీ పరిశీలించి మీ అభిప్రాయం వ్రాయండి\n,3.243
tef_06008_02115550767.wav,దేవా గారి చర్చ పేజీలో ఉన్నది,4.181
tef_06625_00011575821.wav,హదీసులలో సంపూర్ణంగా వివరింపబడింది,3.243
tef_06928_00630236356.wav,దాని కోసం చాలా సాధన చేసేవాడు,5.205
tef_08318_00718472585.wav,బనర్సి గాకేశ్తో ముకర్జీ,3.328
tef_04261_01843530519.wav,ఈ నవలలో కథానాయకుని పాత్ర పేరు షాడో,3.499
tef_08318_00836751872.wav,చివరకు ఏడుగురిని ఎన్నిక చేసుకొన్నాడు,2.645
tef_03689_01615039569.wav,అల్లు అర్జున్ మొదటి చిత్రం కె,5.035
tef_08664_01703356466.wav,వింధ్యపర్వతము వారి యింటిదేవత\n,4.437
tef_05994_00771698496.wav,గ్రంథాలయ సర్వస్వము ఏడు,4.181
tef_05181_00449274169.wav,ఈ దుంప మార్పు చెందిన కొమ్మ\n,3.328
tef_05691_02052005112.wav,బ్రౌన్ నిఘంటువు ప్రకారం రుచి పదప్రయోగాలు,4.523
tef_07789_01233590134.wav,తినడం తప్ప పని చేయడని అర్థం,2.731
tef_09281_01715104648.wav,ఆమ్లత అసిడిటీ ను తగ్గిస్తుంది,4.352
tef_09281_01242465606.wav,కవిత్వం కూడ రాశారు,2.219
tef_03910_00330150825.wav,పంచకోణయుతమైన ధృఢమైన టెంక గల ఫలాలు,5.547
tef_08318_01850723120.wav,ఇది నగరానికి పడమటి వైపున ఉంది,3.243
tef_06928_01307542254.wav,ఏనుగు ఇంటి పేరు తెలుగువారిలో కొందరి ఇంటి పేరు,6.741
tef_06625_01982428774.wav,ఆత్మద్వారా అతడు నిజమైన బలాన్ని పొందుతాడు,3.243
tef_05691_00763273661.wav,అతడి లక్షణములు ఇంద్రియములకు గోచరించవు,8.96
tef_03689_01266905117.wav,ది ద్యబ్బుక్,3.669
tef_05691_00229094491.wav,నల్లేరు తీగ చూర్ణం రెండు భాగాలు గ్రహించాలి,4.779
tef_06625_00331433992.wav,వెబ్ సైట్ గా ప్రశంసలు,2.219
tef_06008_00868544543.wav,ఇది సహజంగా సుల్తానులకు లభించింది,6.827
tef_06625_00964019270.wav,ఇది తిరునాంగూర్ దివ్యదేశముల లోనిది,2.731
tef_06625_00332893079.wav,ఇది ఒకప్పటి భారతీయ పద్ధతి,2.389
tef_04213_00273807729.wav,ఆమెది కన్నీళ్లమయమైన బాల్యం,3.072
tef_03689_00595076058.wav,సోనియా స్వయంగా అంగీకరించిన ప్రకారం,6.571
tef_01908_01563896590.wav,అతడు పైనుండి నడిపేవాడు,3.499
tef_05691_01222318820.wav,నీతి కథలు ఒకటవ భాగం అరవై అయిదు,6.571
tef_05181_02058498559.wav,ఈకోటలో అనేక సినిమాలను చిత్రీకరించారు,4.608
tef_08318_00598483792.wav,చెరువు కట్ట మీద పోలేరమ్మ గుడి ఉన్నది,2.304
tef_05691_00478142834.wav,కానీ వాటిపైకి నా మనసు పోలేదు,4.949
tef_05994_00943423330.wav,మన దేశానికి వచ్చినప్పుడు,4.352
tef_06566_01386245463.wav,గ్రామ విస్తీర్ణం తొమ్మిది వందల నలభై హెక్టారులు\n,3.84
tef_06625_00364964643.wav,వక్రత భావ సంభంధమైనది,2.304
tef_05994_00703803511.wav,ఈమె ఎక్కువగా ఆధిపత్యం చెలాయిస్తుంటుంది,5.461
tef_02828_00667187597.wav,రాయ్ నృత్యం ప్రాబల్యంలో ఉంది\n,3.243
tef_08318_01481026938.wav,నీతికి పునాది మానవ స్వభావంలోనే ఉంటుంది,3.243
tef_05994_00585319412.wav,అతడు విజయవంతమైన సేనానాయకుడు,5.205
tef_05705_00911398532.wav,ఇది విండో నిర్వాహకాన్ని వినియోగిస్తుంది,3.755
tef_03689_01359246843.wav,వాడు నాకు అనుకూలుడు,3.413
tef_05691_01736013373.wav,దిగువ ఒకే ఉదాహరణ ఇవ్వబడింది,3.669
tef_04213_01748189897.wav,ఆయన కొన్ని పాటలకు సంగీతం కూడా సమకూర్చాడు,3.925
tef_08664_01136678632.wav,ఇదే పేరుతో ఉన్న ఇతర ప్రాంతాల కొరకు వడ్డేపల్లి అయోమయ నివృత్తి చూడండి\n,6.741
tef_03689_00848745980.wav,మొత్తము ఇరవై ఒకటి ఊపస్థంభాలు పాతబడ్డాయి,5.376
tef_05994_01661908485.wav,జయరాజు సింగరేణిపోరాటాలకు సైరనై మోగిండు,6.571
tef_03910_01279910270.wav,ఎందుకంటే ఏనుగు అనే జంతువు గురించిన వ్యాసం తెలుగు వికీలో ఉంది,6.485
tef_05691_00296069034.wav,ఇవి నిర్లక్ష్యానికి గురవుతున్నాయి,3.925
tef_05691_02086211222.wav,ముందు అగస్త్య్ని భుజించమని చెప్పాడు,3.84
tef_03689_00215028566.wav,ఇవి ప్రమాదాన్ని సూచించటానికి వాడబడతాయి,5.035
tef_03910_00723834101.wav,ఎం_letter బీ_letter ఏ_letter కూడా అక్కడే చదివాడు,4.608
tef_03689_01473264202.wav,ప్రారంభ రోమన్ సైన్యం,4.181
tef_05994_01665501852.wav,కోకిల లేదా కోయిల ఆంగ్లం  ఒక పక్షి,5.12
tef_07789_00814898156.wav,ఇతని తండ్రి పేరు చుక్కపల్లి తిరుమలయ్య,3.243
tef_04830_01933037744.wav,బెన్ నస్రల్లా రెండు వేల ఏడుకె,2.987
tef_05181_01088745253.wav,ఇవి తాపేశ్వరం మడత కాజాల వంటి కాజాలు కావు,4.523
tef_06625_00554083427.wav,వెంటనే తేరుకొని తప్పించుకున్నాడు,2.389
tef_09281_01643079085.wav,ఆర్య అంటే గొప్ప వంశస్థుడు అని అర్ధం,5.035
tef_08664_00163034459.wav,మాయాబజార్ చిత్రంతో మొదలుపెట్టి చాలా చిత్రాలలో కెవి రెడ్డి చేతికింద పనిచేశాడు,7.936
tef_04830_00488773746.wav,గ్రహాల సంఖ్య మూడు వందల ఎనభై తొమ్మిది,4.011
tef_05705_00455298094.wav,పుట్టింది నరసాపురం పశ్చిమ గోదావరి జిల్లా,4.779
tef_05705_01317072296.wav,ఒకసారి మంగళూరు కన్నడ పేరు గమనించండి,4.437
tef_08318_00318170522.wav,ధ్యానం చేసేటప్పుడు ప్రశాంతతను ఇస్తుంది,3.243
tef_03689_01446632147.wav,అందులో అరవై మూడు మరియు అరవై అయిదు ఐసోటోపులు స్థిరమైనవి,6.059
tef_06008_01618354793.wav,కడప ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని కడప జిల్లాకు చెందిన ఒక మండలము,6.059
tef_05691_02049416798.wav,చోరగణ తిలకము,2.731
tef_05691_00806300275.wav,జాస్ బీహార్ గిరిజనుల రాజు,4.693
tef_09281_00800790597.wav,అందువలననే వీటిని బుట్టబొమ్మలంటారు,4.693
tef_05691_01547031168.wav,అయిదు కప్పులు నీళ్లు పట్టే గిన్నె తీసుకో,4.864
tef_08664_01651227751.wav,గ్రామంలో ప్రధాన పంటలు వరి పత్తి మిరప కూరగాయలు,6.4
tef_06008_01534383657.wav,ఫీరోజి సరిగా అరవై సంవత్సరాలు జీవించారు,4.949
tef_05705_00022385544.wav,ప్రెస్ అకాడమీలో వెయ్యి తొమ్మిది వందలు అరవై ఎనిమిది సంచిక,6.827
tef_04261_01062807155.wav,ఈ నటనను మరే నటుడు అనుకరించలేడని అన్నారు,3.669
tef_06869_01594858209.wav,ఎవరిని కొట్టాలో అతనికే తెలియదు\n,3.669
tef_04261_01998936040.wav,దీనిని పగటి వేషంగా భావించ వచ్చు,3.243
tef_04830_01811183178.wav,ఈ నటనను మరే నటుడు అనుకరించలేడని అన్నారు,3.584
tef_05994_01428875013.wav,బ్లాక్ & వీచ్ లి,3.755
tef_09935_02087726700.wav,వెయ్యి అడుగుల్లో,2.475
tef_01908_00010396506.wav,ఈ ఉపయోగాలు వివాదస్పదంగా ఉన్నాయి,4.011
tef_01033_00972430976.wav,నాకు రుచికరంగా వంటలు చేయటం వచ్చు కదా,3.755
tef_03689_01565213816.wav,అవన్నీ నాకు తెలుసు,3.328
tef_04213_00999328097.wav,ఈ కొండపై నుండి దాదాపు విజయవాడ మొత్తం కనిపిస్తుంది,5.12
tef_05705_00096922615.wav,ఇక్కడ వాలు కటకములు అందుబాటులో ఉంటాయి,4.267
tef_06625_00773442017.wav,సుశర్మ సైన్యాలు వెనుదిరిగాయి,2.56
tef_08318_01647000233.wav,అందులో మళ్ళీ ఇడా భక్షణ మరీ ముఖ్యం,3.669
tef_05691_02052748415.wav,వడాలి ఒక చిన్న గ్రామము,3.157
tef_04830_01648196611.wav,ఇందులో పరతత్వం అనగా పరబ్రహ్మం,2.56
tef_09281_01646176128.wav,కానీ గ్రామాలలో ఉండేవారికి తెలుసు,3.157
tef_04261_00643692188.wav,పిన్ కోడ్అయిదు వందలు పధ్ధెనిమిది నాలుగు వందలు అరవై ఏడు,4.352
tef_01033_01064981889.wav,గుళ్ళో శివుడి పానుపట్టం ఎత్తుగా వుంటుంది,4.437
tef_05181_01502251314.wav,ఫిబ్రవరి పందొమ్మిదినే దాడికి సిద్ధపడ్డారు,3.413
tef_04830_00567798342.wav,వాటిలో రెస్టరెంట్ విభాగం కూడా ఉండొచ్చు,3.328
tef_03689_00597113439.wav,అక్కడి వ్యాసం వికీపీడియా గురించి అవగాహన కొరకు మాత్రమే,6.485
tef_08712_00114646829.wav,అదే అతడి సార్ధక నామధేయం అయింది,3.499
tef_03910_00037578994.wav,వారికి నలుగురు పిల్లలు,3.755
tef_01908_01673441812.wav,ఛందస్సు మరింత పరిణితి చెందింది,5.035
tef_08712_00892959383.wav,ఇంతటితో ఈ ప్రదర్శన పూర్తి అయినట్లే,3.925
tef_07789_01338702906.wav,దీన్ని ఫండోప్లికేషన్ సర్జరీ అంటారు,3.413
tef_05994_01692443961.wav,డిసెంబరు మూడు;,3.243
tef_08712_01271836874.wav,సంవత్సరంలో నలభై ఆరు వర్షపాత దినాలు ఉంటాయి,5.291
tef_01908_00274339466.wav,వీటిని చతురత క్రీడలుగా కూడా గుర్తిస్తారు,3.925
tef_05994_00449183881.wav,లూనావాడ పట్టణం జిల్లాకేంద్రంగా ఉంది,6.059
tef_05705_01715735251.wav,హైదరాబాదు నుంచి తాండూర్ వెళ్ళు రోడ్డు మరియు రైలు మార్గములో ఈ పట్టణం ఉన్నది,6.4
tef_05994_00111458133.wav,పిన్ కోడ్ అయిదు లక్షలు తొమ్మిది వెలు రెండు వందలు రెండు,6.315
tef_09281_02002432643.wav,గృహాల సంఖ్య వెయ్యి మూడు వందల ముప్పై ఒకటి,4.608
tef_04261_02060196570.wav,అర్జునుడు విజయుడై తిరిగి వస్తాడు,2.731
tef_01908_00473996462.wav,ఆ పని గోరటి చేస్తాడు,3.499
tef_05691_00418231056.wav,ఐదవ తరగతి వరకు అక్కడే చదివాడు,4.181
tef_06928_02089647980.wav,ఇతను ఛందస్సు చక్కగా అర్థం చేసుకున్నాడు,9.131
tef_05691_00405572266.wav,ఒక రోజుకు ఇరవై నాలుగు హవర్లుంటాయి,14.507
tef_03689_02118238337.wav,వారు సాహిత్యంలో జాతిరత్నమని చెప్పాలి,5.035
tef_06625_01883757982.wav,హయాత్‌నగర్‌ ఆంధ్ర ప్రదేశ్ రాష్ట్రములోని రంగారెడ్డి జిల్లాకు చెందిన ఒక మండలము,5.035
tef_01908_01062556546.wav,ఒక అర్ధణాకు కుంచం నిండా ఉప్పు ఇచ్చేవారు,4.181
tef_04830_01927195454.wav,గ్రామ విస్తీర్ణం అయిదు వందల ఒక హెక్టారులు,3.243
tef_06625_00872521346.wav,ఏడాది పొడవునా భక్తులు ఇక్కడకు వస్తుంటారు,2.987
tef_01908_01493535757.wav,గ్రామ జనాభా రెండు వెలు ఏడు వందలు యాభై ఆరు,4.779
tef_07789_00644186738.wav,ఆ ప్రక్రియ ఎలా సాగిందో చూద్దాం,2.731
tef_08318_02135231134.wav,అడుగున స్త్రీ పుష్పములు,2.645
tef_04261_00403026182.wav,కీలము కొన ఐదుగా చీలి నిడివిగా ఉండును,3.84
tef_09281_00798668689.wav,పాటలో పండు ముసలావిడ గొంతు,4.949
tef_01033_01014276463.wav,ఈ పేజీల పేర్లకు ముందు తప్పనిసరిగా వికీపీడియా అనేది ఉండాలి\n,5.291
tef_04830_02133170697.wav,ఆ తరువాత కొడగు జిల్లా ఏర్పడింది,3.499
tef_05691_00782834166.wav,అదే అతడి సార్ధక నామధేయం అయింది,5.461
tef_09281_00555553165.wav,ఇదే మాటని మనం నకలు అనే అర్ధం లో వాడతాం,5.291
tef_05484_01465168190.wav,వినదగు నెవ్వరు చెప్పిన,3.925
tef_08318_01610850872.wav,అంటూ పలుపేర్లతో అర్చిస్తారు,3.413
tef_06869_01210663283.wav,ఊరికి కొద్ది దూరంలో గోదావరి తీరం\n,3.669
tef_04830_00725173798.wav,ఈ పొర పోషకాలను పీల్చుకుంటుంది,2.56
tef_04830_00525935301.wav,చిన్న దుంపలను విత్తనంగా వాడాలి,2.816
tef_05181_02126974823.wav,కాశీయాత్ర చరిత్ర మూడవ ముద్రణ,3.157
tef_05181_00686548628.wav,మాజీ శాసన సభ్యులు,3.84
tef_01033_00699334659.wav,అంతే గాని వారి అసమర్థతను బయట పెట్టరు\n,3.499
tef_06625_00442028390.wav,మరాఠీ భాషలో వ్యాసాలు పద్యాలు రాసాడు,3.243
tef_03689_00631363004.wav,కావున దీనిని తెల్లమద్ది అంటారు,3.84
tef_09281_00113745494.wav,అది విమర్శకుల మన్ననలు పొందింది,4.608
tef_09281_01614026119.wav,కానీ ఈ వాయువు జంతువులకు విషపూరితము,5.717
tef_04830_00154524292.wav,ఐదవ తరగతి వరకు అక్కడే చదివాడు,3.072
tef_09935_00032228600.wav,మీరు మీ గమ్యస్థానాన్ని చేరుకోబోతున్నారు,4.779
tef_04213_00148509340.wav,ఇందులో భోజనం మరియు వసతి సదుపాయం కలదు,6.997
tef_05691_00633644468.wav,స్కాండినేవియా  నార్వే మరియు స్వీడన్,4.693
tef_09281_00581712986.wav,ఆవుది సాత్త్విక స్వభావం,2.987
tef_02828_01316740601.wav,స్త్రీలు హిజాబ్ ధరించడం నియమం\n,3.755
tef_06625_00308555934.wav,ముందు వాణ్ణి సంహరించి మాకుపకారం చేయి,3.157
tef_08318_00477073826.wav,భళ్ళెం అని ధ్వని నిస్తాయి,3.328
tef_05691_00881244576.wav,భరణి నక్షత్రము  ధాత్రిమూడు,3.584
tef_06625_00111627961.wav,ఆకులు పశువులు తినును,2.56
tef_05994_00571754747.wav,ఇది సహజంగా సుల్తానులకు లాభించింది,5.461
tef_07789_00283439085.wav,దీనికి ప్రత్యేక రుసుము వసూలు చేస్తారు,3.157
tef_08318_01750460084.wav,పిన్ కోడ్  అయిదు లక్షలు పదునయిదు వెలు మూడు వందలు ముప్పై ఒకటి,4.096
tef_02828_00406037136.wav,అప్పుడీ జిల్లా కేంద్రంగా అమరావతి ఉండేది,4.267
tef_06566_01816584599.wav,అన్ని వసతులు గలవు\n,2.133
tef_05691_01958518466.wav,ఆ కారణంగా నాలో కోపం ప్రవేశిచింది,4.181
tef_05705_00643387548.wav,తెలుగు పేరు లింకు మీ చర్చా పేజీకి ఇస్తే బాగుంటుంది,4.949
tef_05705_01322852621.wav,మసిద్ వ్యాసానికి జత చేస్తాను రెండు మూడు రోజులలో,5.632
tef_05691_00515974727.wav,ప్రస్తుతం పురావస్థుశాఖ పరిశీలనలో ఉన్నది,6.4
tef_04261_00023241388.wav,అనేక దేవతలు కూడా చోటు చేసుకున్నారు,3.328
tef_01033_01035764363.wav,కావున దీనిని తెల్లమద్ది అంటారు\n,3.84
tef_01908_00124734288.wav,ప్లీహం పెద్దదై కూడా ఉంటుంది,3.925
tef_05994_00172335420.wav,పంటలు సరిగా పండవు,3.755
tef_01908_00390840273.wav,దేవాలయము రెండు అంతస్తులుగా నిర్మించారు,4.181
tef_01033_00343657842.wav,ఈ వ్యాసాన్ని తటస్థ దృక్కోణం నుండి రాయాలి,4.437
tef_06008_01066546264.wav,అనగా మన దేశానికి హిందీ అధికార భాష,5.12
