file_name,duration,transcription
7_428file-idUhz_izeNALo.wav,3.15,రెండవ తమ్ముడైన విచిత్ర వీరుడికి రాజ్యాభిషేకం చేశాడు
60_428file-idUhz_izeNALo.wav,1.83,దాన్ని చేరేది
4_30_428file-idUhz_izeNALo.wav,1.56,మొదలు పెట్టింది
24_428file-idUhz_izeNALo.wav,2.13,చివరికి ఎవరూ గెలవకపోవడంతో
23_428file-idUhz_izeNALo.wav,3.33,ఎందరో వచ్చి ఆపడానికి ప్రయత్నించాడు కానీ ఆగలేదు
16_428file-idUhz_izeNALo.wav,5.43,భీష్ముడి గురువైన పరశురాముని వద్దకు వెళ్లి సహాయం అన్నారు  దగ్గరికి వెళ్లి
15_428file-idUhz_izeNALo.wav,2.16,స్రీలకు తపస్సు కష్టం అని చెప్పి
1_428file-idUhz_izeNALo.wav,2.76,అప్పుడు స్వయంగా భీష్ముడు చెప్పాడు ధర్మరాజు
10_428file-idUhz_izeNALo.wav,13.65,ఆ విషయాన్ని భీష్ముడికి చెప్పింది  గ్రహించి ఆమెను  దగ్గరకు పంపించాడు
0_9_428file-idUhz_izeNALo.wav,3.03,కాశీరాజు తన కుమార్తెలకు స్వయంవరం ప్రకటించాడు
0_30_428file-idUhz_izeNALo.wav,9.12,గంగాదేవి వచ్చి తన కొడుకు పోయిన కోపాన్ని వదిలేది లేదు  పించిన గంగాదేవి అనునది ప్రవహించని పించింది
8_428file-idUhz_izeNALo.wav,6.03,అతనికి వివాహ వయస్సు రాగానే వివాహ ప్రయత్నాలు చేయడం మొదలు పెట్టాడు ఆ సమయంలో
65_428file-idUhz_izeNALo.wav,1.8599999999999999,ఆడ మగ కాదు
59_428file-idUhz_izeNALo.wav,7.68,తర్వాత నువ్వు ఒంటరిగా ఉండి నీ లక్ష్యం అందనంత ఎత్తులో ఉంటే భయపడకు దాని కోసం పోరాడు
55_428file-idUhz_izeNALo.wav,4.95,దీనికి తొక్కలేదు ఎదురు నిలబడింది మొండిగా అనుకున్నది సాధించింది
4_9_428file-idUhz_izeNALo.wav,3.36,కానీ అప్పటికే బసవరాజు ప్రేమించింది
46_428file-idUhz_izeNALo.wav,6.24,కానీ ఆ యక్షుడు శిఖండిని జీవితాంతం పురుషుడు లోనే ఉండమని చెప్పి పంపేశాడు
4_0_428file-idUhz_izeNALo.wav,7.71,భీష్ముని మరణం అత్యవసరమని అర్థమైంది
3_0_428file-idUhz_izeNALo.wav,7.23,క్షేత్ర కౌరవుల పక్షపు సర్వ సైన్యాధ్యక్షుడు పాండవుల సైన్యాన్ని చీల్చి చెండాడుతున్నారు
2_9_428file-idUhz_izeNALo.wav,3.84,రథంపైకి ఎక్కించుకుని బలవంతంగా హస్తినాపురానికి తీసుకొచ్చారు
2_428file-idUhz_izeNALo.wav,5.07,శిఖండి ఎదురుగా ఉంటే ఆయుధాన్ని ఉపయోగించలేదు అని
2_0_428file-idUhz_izeNALo.wav,1.8900000000000001,భీష్ముడు మహావీరుడు
14_428file-idUhz_izeNALo.wav,6.21,చివరకు తప్ప చేసుకోవడం మంచిది అని  భూమికి వెళ్లింది కానీ అక్కడి మునులు
11_428file-idUhz_izeNALo.wav,11.58,అంతా వివరించి ఎంతగానో వేడుకుంది  కానీ ఫలితం శూన్యం
27_629file-idNiv11-UBISo.wav,4.47,మ్యాచ్ మనదే కప్పు మనదే అని తలుచుకుంటూ హాయిగా నిద్రపోవడం
43_629file-idNiv11-UBISo.wav,4.86,లివ్ ఇన్ ద మూమెంట్ కాస్టింగ్ మెంట్
1_40_629file-idNiv11-UBISo.wav,5.88,వరల్డ్కప్ ఫైనల్ గురించి గూస్  రేంజ్లో ఎలాగైనా చెప్పొచ్చు
0_44_629file-idNiv11-UBISo.wav,0.99,అది మేటర్
5_629file-idNiv11-UBISo.wav,4.92,నిలకడగా పరిగెడుతున్నారు స్కోర్ బోర్డు వేగం అందుకుంది మ్యాచ్ దశ మారిపోతుంది
4_629file-idNiv11-UBISo.wav,1.4100000000000001,బాగానే కుదురుకున్నారు
41_629file-idNiv11-UBISo.wav,3.87,ఐ వాంట్ యు టు రియల్   న్యూస్
28_629file-idNiv11-UBISo.wav,1.5,ఏదో సాటిస్ఫాక్షన్
24_629file-idNiv11-UBISo.wav,1.9500000000000002,ఎంతో ఆనందంతో నిద్రిస్తే
23_629file-idNiv11-UBISo.wav,1.8900000000000001,కట్ చేస్తే నెక్స్ట్ రోజు సండే
1_33_629file-idNiv11-UBISo.wav,3.66,ఆస్ట్రేలియా అయినా పాకిస్తాన్ అయినా పెద్ద తేడా లేదు అనుకోవాలి
1_10_629file-idNiv11-UBISo.wav,5.58,వాళ్ళ పక్క నుండి          దిగుతున్న  చూసినప్పుడు
14_0_381file-id_j-j_NR0T1Y.wav,3.39,తెలుగు మూవీస్
7_381file-id_j-j_NR0T1Y.wav,5.16,ఇఫ్ యు టాక్ లైక్ దిస్   గర్ల్   విల్సన్
6_381file-id_j-j_NR0T1Y.wav,2.07,వాట్  స్
16_381file-id_j-j_NR0T1Y.wav,2.91,ఇప్పుడు చూద్దాం
14_381file-id_j-j_NR0T1Y.wav,2.01,నాకు తెలుగు రాదు
1_381file-id_j-j_NR0T1Y.wav,8.85,వాట్సన్  సంకలనం   ఫ్యామిలీ వారసుడు    ఫ్యామిలీ
13_381file-id_j-j_NR0T1Y.wav,9.99,మోస్ట్ కామన్      నాకు తెలుగు
7_16_596file-idIErLEb3RPs4.wav,4.08,పవన్    ఎలా ఉన్నారు
12_16_596file-idIErLEb3RPs4.wav,9.21,సరదాగా ఎవరు  చేస్తారు
1_1_596file-idIErLEb3RPs4.wav,6.3,ఖాళీలు  ఇక్కడే
10_596file-idIErLEb3RPs4.wav,6.51,నా ఫోన్ స్క్రీన్ పగిలిపోయినా డిస్ప్లే కనపడుతుంది కదా అని
1_17_596file-idIErLEb3RPs4.wav,9.96,అలా అందరూ కలిసి కట్టిచ్చి  పెడతారు లేదో తెలియదు  ఇప్పుడు
10_16_596file-idIErLEb3RPs4.wav,10.17,స్ట్రింగ్స్ కదా   అందుకే మోస్ట్
3_1_596file-idIErLEb3RPs4.wav,8.16,చేసింది
11_596file-idIErLEb3RPs4.wav,6.42,ఒక పెద్ద మిస్ కనెక్షన్ ఏంటంటే
10_0_596file-idIErLEb3RPs4.wav,5.1,పట్టుకోండి  అని చెప్పి  తీసుకుని వెళ్లి
4_596file-idIErLEb3RPs4.wav,9.54,లేదా  దానికి కొంచెం  గుర్తు
0_5_596file-idIErLEb3RPs4.wav,7.98,నేను  క్వశ్చన్ అడుగు   ఇప్పటిదాకా చేసిన మోస్ట్  సింగ్ ఏంటి
0_16_596file-idIErLEb3RPs4.wav,0.75,ఓకే
2_596file-idIErLEb3RPs4.wav,9.06,ఏదైనా
1_5_596file-idIErLEb3RPs4.wav,9.84,ఇప్పుడు స్కూల్ నుంచి  బ్రేకప్ ఇంటికి వెళ్లేటప్పుడు
0_17_596file-idIErLEb3RPs4.wav,2.25,మంచి  తీసుకొచ్చి
3_15_855file-id-hIJQE9soY8.wav,7.77,చెప్పు
2_4_818file-id6bmPPgp61bs.wav,8.19,నాకు కాలేజ్ ఉంది కుదరదు  వస్తుంది కదా   అది
1_14_818file-id6bmPPgp61bs.wav,13.83,సో ఇప్పుడు   ఇది  కాదు
0_15_818file-id6bmPPgp61bs.wav,13.83,ఓకే స్టార్ట్
19_619file-idPOuzYppSUvs.wav,0.84,గుడ్ మార్నింగ్
1_10_619file-idPOuzYppSUvs.wav,5.16,ప్రతి వీకెండ్ ఎంప్లాయిస్  ఇంట్లో   వర్క్ చేసేది
10_402file-idODlADvNkL9g.wav,9.36,హాయ్   హాయ్  సార్
3_32_402file-idODlADvNkL9g.wav,1.47,వస్తాలే
42_515file-idfnHorZxcwyM.wav,1.74,ఒక్కసారి నేను చెప్పేది
55_515file-idfnHorZxcwyM.wav,6.03,అంజమ్మ  నా పేరేంటి అమ్మా
22_515file-idfnHorZxcwyM.wav,9.87,ఎవరున్నారు నాకు నువ్వు తప్ప
56_515file-idfnHorZxcwyM.wav,3.9,పేరేంటంటే అమ్మడి సజావుగా
45_515file-idfnHorZxcwyM.wav,2.22,అమ్మా
41_515file-idfnHorZxcwyM.wav,1.5899999999999999,ప్లీజ్ అమ్మా
0_15_559file-idu90rgHGwbl0.wav,7.23,నన్ను పెళ్లి చేసుకుంటావా
26_559file-idu90rgHGwbl0.wav,7.89,ఇందులో పోయేటప్పుడు
25_955file-idVKCRI_Ngz1k.wav,13.29,నా వల్ల కూడా కాదు బాబు  కూడా   నేను పడుకుంటా గుడి కూడా పడుకుంటా గుడ్ నైట్
3_1_955file-idVKCRI_Ngz1k.wav,3.45,కొరియన్ డ్రామాలు చూశారు క్రమశిక్షణ లేకుండా తయారయ్యారు
27_955file-idVKCRI_Ngz1k.wav,11.64,మీరు తప్పుగా అనుకుంటున్నారు
1_21_849file-id6Vp-HI1ZAas.wav,8.34,పొద్దునే ఇద్దరు ఆఫీసులకు వెళ్లిపోతారు వేయాల్సింది నేను అమ్మ
1_0_600file-idc8QvJQAKpls.wav,4.47,ఏంటి
64_600file-idc8QvJQAKpls.wav,4.44,ఇప్పుడు ఫేస్ బుక్ చేసుకున్నా   పర్లేదు
6_26_767file-id5JOf6obOa8s.wav,12.06,టాలెంట్ మూవీకి వచ్చి   అంటే బంగారం వస్తాయి కదా మరి  హార్ట్ కి మెంటల్ ఫిజికల్ అన్నీ వస్తాయి
0_29_767file-id5JOf6obOa8s.wav,7.17,వచ్చింది   ఎలా ఉన్నావు
24_767file-id5JOf6obOa8s.wav,10.41,తెలుసండి వచ్చారు కదా జాయిన్ అయ్యారు కదా  తెలుస్తుంది
0_39_767file-id5JOf6obOa8s.wav,2.7,సమయం ఉదయం ఐదు గంటల ముప్పై నిమిషాలు
0_469file-idt5fszPOHPVo.wav,6.18,అందరూ కొట్టి మీరు కూడా కొట్టి కింద గంట
4_15_519file-idrky6BkacRxY.wav,5.82,మాట్లాడుతున్నా  మధ్య లంచ్ ఆర్డర్ చేశాను డబ్బులు
22_519file-idrky6BkacRxY.wav,8.4,ఎక్కడికి పోయింది
5_15_519file-idrky6BkacRxY.wav,8.79,యు నో వాట్ ఇది కాని ఎప్పుడు  దగ్గర కాదు  అనేది ఎప్పుడు నేను వదిలి వెళ్లదు ఇట్స్ కర్మ కర్మ
22_639file-idJ0V_ON2gHTU.wav,8.07,అన్ని పార్టీల వాళ్లు తమ తమ అసెంబ్లీకి లోక్సభకు పోటీ చేసే అభ్యర్థుల పేర్లు విడుదల చేశారు
1_639file-idJ0V_ON2gHTU.wav,5.64,చిరంజీవి అంతా ఇదే గోల కావాలంటే పెట్టి చూసుకోండి
19_639file-idJ0V_ON2gHTU.wav,10.14,టెక్నిక్
9_613file-idyPmY_ZNiBNQ.wav,6.48,నచ్చింది
21_613file-idyPmY_ZNiBNQ.wav,1.8900000000000001,నలుగురు
36_747file-idBbnm8KVeyXE.wav,3.15,లాస్ట్ ఫైవ్ మినిట్స్ నుంచి నిద్ర కానున్నారు
4_747file-idBbnm8KVeyXE.wav,4.05,నువ్వు
54_747file-idBbnm8KVeyXE.wav,13.95,వాడేదో హెల్ప్ అడిగితే చేశాను అంతే
0_32_747file-idBbnm8KVeyXE.wav,8.28,నువ్వు దేనికీ ఎవరికీ లేదు
55_747file-idBbnm8KVeyXE.wav,4.98,హెల్ప్ చేస్తున్నారంటే ఐ ఆమ్ నాట్  ఓకే
50_747file-idBbnm8KVeyXE.wav,11.91,నచ్చాలి అబ్బాయి స్ట్రాంగ్గా ఉండాలి ఇదంతా ఓకే రాజేష్  ఇంకా  రూమ్లో
2_747file-idBbnm8KVeyXE.wav,4.5,థాంక్యూ
66_937file-idEVzuW6FRyR4.wav,10.98,ముందు అనుకున్న  ఇచ్చిన ప్రేమ అతనికి తిరిగి ఇచ్చేస్తా
1_5_937file-idEVzuW6FRyR4.wav,12.69,ఇక్కడ ఇంటర్నెట్ ఉందా  రూమ్తో పాటు వైఫై కూడా ఫ్రీగా ఇస్తారు  చెప్తా నోట్ చేసుకో ఇక్కడ
103_1210file-idkVcY5jHU13A.wav,12.84,రెండు మాటలు ఆలోచించేలా చేశారు
100_1210file-idkVcY5jHU13A.wav,11.13,టైమిస్తే
2_67_1210file-idkVcY5jHU13A.wav,1.44,మనిద్దరికి సెట్ కాదు
5_93_1210file-idkVcY5jHU13A.wav,1.08,రెండు రకాలు
45_1210file-idkVcY5jHU13A.wav,10.32,అదే ఈ రోజు మా నాన్న  రేపు నా ప్రేమ
27_1210file-idkVcY5jHU13A.wav,12.75,రేపు అంటే టుమారో
2_102_1210file-idkVcY5jHU13A.wav,11.49,చూస్తున్నారు అర్థం చేస్తుంది
1_102_1210file-idkVcY5jHU13A.wav,1.8,అన్నిటికీ మించి
101_1210file-idkVcY5jHU13A.wav,4.53,చేసిన  పనిని మంచి రిజల్ట్ వస్తుందని అని నిరూపించింది
0_102_1210file-idkVcY5jHU13A.wav,9.6,మనకు నచ్చిన వాళ్లు మరింత ఇబ్బంది పెట్టినా అది ప్రేమగానే ఉంటుందని     చేశారు
7_439file-idiiouQgc2xfo.wav,0.75,భయ
24_270file-idwS1FgCmmmIc.wav,6.78,ఎవ్రీథింగ్  లైఫ్     తర్వాత  తెలిసింది
7_270file-idwS1FgCmmmIc.wav,2.64,ప్లీజ్   ప్లీజ్
3_3_270file-idwS1FgCmmmIc.wav,4.32,మా అందరికీ స్వీట్స్ ట్రిబ్యూట్ చేస్తున్నారు టెన్త్ క్లాస్  ఫ్యాకల్టీ మాట్లాడుతున్నారు
28_270file-idwS1FgCmmmIc.wav,6.63,వేర్ యు  వాట్ లైఫ్   స్కూల్ కిడ్ ఇన్  మైండ్  ప్లీజ్
8_270file-idwS1FgCmmmIc.wav,5.1,నాకు వచ్చిన ఇంగ్లీష్ లో చెప్పే  కూర్చున్న చాలా బాధ
4_3_270file-idwS1FgCmmmIc.wav,5.25,నాకు మాత్రం ఏంటి స్పీచ్ ఎందుకిదంతా అంత అర్థమవుతుంది కానీ  అర్థం
27_270file-idwS1FgCmmmIc.wav,9.54,ఇది నా క్లాస్ అనుకున్న  మెమరీ నాకు ఇప్పుడు లేదు ఒక ఫోటో తప్ప
23_270file-idwS1FgCmmmIc.wav,2.1,స్టార్ కానీ
2_270file-idwS1FgCmmmIc.wav,7.32,చెప్తుంటే ఎందుకు  మాట్లాడుతున్నాడు అనిపించింది
21_270file-idwS1FgCmmmIc.wav,7.32,అవును కదా అందరూ  ఉంటారు కదా
20_270file-idwS1FgCmmmIc.wav,7.59,అప్పటిదాకా మెమరీతో హెవీగా ఉన్న  కాస్త క్లాస్ లో వాళ్ళని చూసేసరికి ఒక్కసారిగా ఏదో తెలియని రిఫ్రెష్మెంట్
16_270file-idwS1FgCmmmIc.wav,2.85,స్కూల్  సంథింగ్ బెటర్  పర్సన్ ఇన్ లైఫ్
15_270file-idwS1FgCmmmIc.wav,8.13,స్కూల్ డ్రెస్ ట్రాన్స్ అయిపోయింది నిజంగా  లాస్ట్   స్కూల్ ఎలా గడుపుతారు అనుకున్న నాకు స్కూల్
1_3_270file-idwS1FgCmmmIc.wav,1.11,స్కూల్ వచ్చింది
12_270file-idwS1FgCmmmIc.wav,5.55,ప్రతి గుర్తొస్తుంది ఎగ్జాక్ట్ నైన్త్ క్లాస్  వచ్చేసరికి
0_5_270file-idwS1FgCmmmIc.wav,4.08,లా స్కూల్ ఆల్ ద బెస్ట్ ఫ్యూచర్ అని చెప్తుంటే
24_639file-idbU4bWLbaKYA.wav,6.69,వేలవేల  ఇప్పుడు అసలు ఏం రావట్లేదు గడ్డి పికెట్ కూడా చాలా వస్తున్నాయి నాకు లేవు
17_639file-idbU4bWLbaKYA.wav,14.88,చెప్పేది
1_1_481file-idc4p8tJhhC0o.wav,0.66,అంటే
6_481file-idc4p8tJhhC0o.wav,3.51,పడిపోయిన
3_1_481file-idc4p8tJhhC0o.wav,0.96,అలవాటైంది
0_8_481file-idc4p8tJhhC0o.wav,10.44,మార్నింగ్    వచ్చే టైం అలా టైంలో  పక్కనుంటే
0_13_86file-idU_WbzSe8czI.wav,0.66,బా
22_0_353file-idt9Q0ZCP1RVk.wav,8.73,మెల్లగా హెచ్డీ ప్రింట్ కావచ్చు  కాని   కొంచెం డబ్బులు ఎక్కువైనా  స్టార్ట్ చేశాం
1_353file-idt9Q0ZCP1RVk.wav,12.57,ఓల్డ్ నెంబర్స్  కలెక్ట్ చేయాలనిపించింది మీకేమైనా గుర్తు కామెంట్స్ లో వేసుకొని  ఎవరితో ఎక్కువ  సినిమాలు చూసే వాళ్ళు వాళ్ళ  చేయండి
0_1_212file-idzNtob4urUKY.wav,13.02,ఆలోచించి    మంచి       ఉంది
1_54file-idu9AcX0ufs68.wav,1.71,మళ్లీ మొదలు
6_125file-idYMgSBhx3DbE.wav,1.9500000000000002,కలువ భామ  పర్లేదు ఇంకా
9_0_324file-idrh9QsfprWoU.wav,6.72,నమస్కారం నా పేరు అవినాష్ మీరు ఉంటుంది డాబా కథలు మళ్లీ మొదలు  ఆర్ట్స్  కాలేజీ దగ్గర తిరుగుతుంటే
6_0_324file-idrh9QsfprWoU.wav,1.44,చెప్పి గురించి కాదు
7_0_324file-idrh9QsfprWoU.wav,1.1400000000000001,గురించి అన్నాడు
3_0_324file-idrh9QsfprWoU.wav,5.91,థియేటర్లో చూసి చాలా రోజులు సినిమా  సినిమా
1_7_324file-idrh9QsfprWoU.wav,7.02,విలన్  కామెడీలో పడితేనే కామెడీలో అన్ని వర్షన్స్ చూపించినప్పుడు ఇప్పుడు విలన్ కూడా అయిపోయిన ఆయన
1_282file-idSORUQMl_Q4I.wav,5.73,నగరంలో పెరుగుతున్న బాల్యవివాహాలు ఆర్ట్లో ప్రొఫైల్ పిక్చర్ అప్లోడ్ చేసినందుకు గాను
1_3_282file-idSORUQMl_Q4I.wav,3.21,ఇలా చాలా స్టేజ్ దాటి ఫైనల్
1_0_257file-idILCrMxeS4_E.wav,1.17,కానీ అదే పేరు
4_406file-idCB8BUmR6mBk.wav,2.2800000000000002,వ్యాక్సిన్ కోసం హాస్పిటల్ చుట్టూ తిరిగే దాక
43_406file-idCB8BUmR6mBk.wav,3.18,వస్తుంది
3_406file-idCB8BUmR6mBk.wav,5.13,నాకు  ఎక్కడైనా దొరుకుతాయి
40_406file-idCB8BUmR6mBk.wav,1.83,మాస్క్ పెట్టుకుని రండి
8_406file-idCB8BUmR6mBk.wav,1.38,అడిగింది
11_406file-idCB8BUmR6mBk.wav,2.85,ఇంకా అక్కడి నుండి వాళ్ళు వెంటనే చెప్పుకుంటారు
9_406file-idCB8BUmR6mBk.wav,0.81,ఏమో
6_406file-idCB8BUmR6mBk.wav,2.16,సంతోషం ఎక్కడ ఎక్కడైనా ఉంటుంది
5_406file-idCB8BUmR6mBk.wav,0.87,అనుకున్నా
45_406file-idCB8BUmR6mBk.wav,0.84,అది మాట
2_406file-idCB8BUmR6mBk.wav,2.61,వేదికను
20_406file-idCB8BUmR6mBk.wav,1.08,జీవితం
1_406file-idCB8BUmR6mBk.wav,1.38,ఎన్నో కొండలు చూశాను
0_10_406file-idCB8BUmR6mBk.wav,2.85,ఒకటే సమాధానం వచ్చింది అదే టైమ్ లో
3_6_277file-idg7gxoQX2ezA.wav,5.73,ఇంట్లో వాళ్లు గొప్పగా నాన్న చెప్పాక ఆయన కూడా అలా మెల్లగా  పాత బౌలింగ్  జారుకుంటారు
2_14_277file-idg7gxoQX2ezA.wav,1.29,సంపాదించడం కదా
1_1_277file-idg7gxoQX2ezA.wav,4.17,వెనుక  బ్యాట్ పట్టుకుని ఇప్పుడు చెక్క మనసు రితూ ఉంటుంది
0_6_277file-idg7gxoQX2ezA.wav,7.98,కానీ ఇప్పుడు మర్చిపోలేని కూడా ఆడి మధ్యలో  ఎక్కువ  కొట్టాలని    అందుకోడం
10_277file-idg7gxoQX2ezA.wav,0.87,ఒక
8_277file-idg7gxoQX2ezA.wav,3.15,కానీ ఎన్ని సంవత్సరాలు నా లైఫ్ లో
7_277file-idg7gxoQX2ezA.wav,6.8100000000000005,ఇంజనీరింగ్ చేసి మూసుకుని సాఫ్ట్వేర్ ఇంజనీర్ గా  క్లారిటీ తీసుకురావడం ఇలా చాలా సరదా లైఫ్లో
4_9_277file-idg7gxoQX2ezA.wav,3.75,సరదాగా  ఏంటి మిస్ అవుతున్నావా
4_6_277file-idg7gxoQX2ezA.wav,14.88,ఇదే టైం కదా అని నాన్న నేను కూడా క్రికెటర్ అవుతా అని చెప్పాక నువ్వు నాన్న ఆగిపోయి పిచ్చిపట్టిందా అని క్లాసిక్ ట్రైనింగ్  అవుతుందో తెలుసా    చేయడం ఇలా  జరిగాక సరే
3_9_277file-idg7gxoQX2ezA.wav,1.4100000000000001,బాగుండేది కదా
3_1_277file-idg7gxoQX2ezA.wav,3.96,మీ గ్రీక్ సోల్జర్ లా ఫీల్ అయ్యి బయలుదేరి
2_2_277file-idg7gxoQX2ezA.wav,0.6900000000000001,ఓకే
2_1_277file-idg7gxoQX2ezA.wav,3.48,మా అమ్మను తట్టుకోలేక ఒక  వదిలేస్తే
2_0_277file-idg7gxoQX2ezA.wav,1.6800000000000002,అలాగే  నండి
1_9_277file-idg7gxoQX2ezA.wav,3.81,మూడు గంటలు ఆడటానికి ఒక పెద్ద గ్రౌండ్ కాకుండా
0_9_277file-idg7gxoQX2ezA.wav,2.88,ఏదో ఒక రోజు ఒక  ప్లేస్ చూసి
0_2_277file-idg7gxoQX2ezA.wav,4.14,ఎంతో  అక్కడికి వెళ్లేసరికి మా కావాల్సిన ప్లేస్ కాస్త ఆక్యుపై ఉంటుంది
4_241file-id_AC_sYsTQKE.wav,12.48,ఆడుకుంటుండగా బంతి వెళ్లి  బావిలో పడింది ఎలా తీయాలో అర్థం కాలేదు  ఆ సమయంలో ఒక వ్యక్తి బాణాలతో ఒక తాడు తయారు చేసి బంతిని బయటికి తీశాడు అతనే ద్రోణాచార్యుడు
0_1_241file-id_AC_sYsTQKE.wav,8.49,నేను చాలా ట్రై చేశాను  చదవడానికి నా వల్ల కావట్లేదు నా ఫ్రెండ్ గాడు ఎందుకు  అని అడిగాను ఏమో చదవడానికి కూర్చుంటే చాలు
0_1_279file-idU6LbnnQqYJ4.wav,4.02,సంతలో బయటికి వెళ్ళాలా సింపుల్ చిన్నా
0_4_316file-idwUHTPxa9hgQ.wav,7.53,అతని పుట్టుక మొదటి పరీక్ష పెళ్లికాని కుంతీదేవి తనకు దుర్వాసముని ఇచ్చిన వరాన్ని పరీక్షించడానికి
2_316file-idwUHTPxa9hgQ.wav,10.11,సొల్యూషన్ గురించి వదిలేసి ఆ ప్రాబ్లమ్ పట్టుకు ఏడుస్తాడు కానీ ఒక వ్యక్తి ఉన్నాడు అడుగు అడుగుకి అతనికి పరీక్షలు ఒక్కచోట కూడా కాలం కలిసి రాలేదు
5_13_316file-idwUHTPxa9hgQ.wav,1.98,మారువేషంలో దానం అడిగాడు
2_0_316file-idwUHTPxa9hgQ.wav,2.7,చెడు జరిగితే కుంగిపోవడం
19_316file-idwUHTPxa9hgQ.wav,12.45,వాళ్లకోసం వీళ్ళ కోసం అని  కూడా తప్పు చేస్తే దానికి శిక్ష కూడా నువ్వే అనుభవించాలి అదిత్య  కొంచెం  నుండి బయటకొచ్చి ధైర్యంగా లైఫ్ని  చేస్తామని ఆశిస్తూ
3_17_316file-idwUHTPxa9hgQ.wav,10.71,ధైర్యంగా  ప్రాబ్లం  ఫేస్ చేసి  ఏం చేయాలి అని ఆలోచించాలి అంతేకానీ జీవితంలో అన్నీ కోల్పోయినట్టు ఒక పక్కన కూర్చుంటే  డానికి రాడు
4_0_316file-idwUHTPxa9hgQ.wav,9.33,వరుసగా మనకు కావాల్సిన  సరిగ్గా జరగకపోతే చాలు నా కర్మం అని చెప్పి  కర్మని తగ్గిస్తాం ఇంకేదైనా ప్రాబ్లం ఎదురైతే చాలు
1_316file-idwUHTPxa9hgQ.wav,4.2,నాకే ఎందుకు ఇలా జరుగుతుంది అని గంటల తరబడి ఆలోచిస్తూ బాధ పడిపోతాం
12_316file-idwUHTPxa9hgQ.wav,2.76,అది ఒక్క సంఘటన కారణంగా
